
Top 7000 Scenarios (Highest Returns):
Rank  K      BuyDTE  Initial S    Final S  Price Buy  Price Sell    Moneyness    Und. Return  Opt. Return
6501  415       50d  556.22  572.91  143.30  159.57          ITM          3.00%       11.35%
6502  475      100d  556.22  567.34   87.49   97.41          ITM          2.00%       11.34%
6503  525       20d  556.22  561.78   33.67   37.48          ITM          1.00%       11.32%
6504  415       60d  556.22  572.91  143.72  159.98          ITM          3.00%       11.31%
6505  470       80d  556.22  567.34   90.71  100.95          ITM          2.00%       11.28%
6506  415       70d  556.22  572.91  144.14  160.39          ITM          3.00%       11.28%
6507  465       50d  556.22  567.34   93.69  104.25          ITM          2.00%       11.27%
6508  530       20d  556.22  561.78   29.34   32.65          ITM          1.00%       11.26%
6509  415       80d  556.22  572.91  144.56  160.80          ITM          3.00%       11.24%
6510  415       90d  556.22  572.91  144.98  161.22          ITM          3.00%       11.20%
6511  670       70d  556.22  567.34    0.50    0.56          OTM          2.00%       11.18%
6512  415      100d  556.22  572.91  145.41  161.63          ITM          3.00%       11.16%
6513  465       60d  556.22  567.34   94.27  104.76          ITM          2.00%       11.13%
6514  470       90d  556.22  567.34   91.41  101.56          ITM          2.00%       11.10%
6515  630       50d  556.22  567.34    1.15    1.28          OTM          2.00%       11.09%
6516  410       20d  556.22  572.91  147.04  163.32          ITM          3.00%       11.07%
6517  410       30d  556.22  572.91  147.45  163.73          ITM          3.00%       11.04%
6518  650       60d  556.22  567.34    0.75    0.83          OTM          2.00%       11.03%
6519  520       20d  556.22  561.78   38.18   42.39          ITM          1.00%       11.02%
6520  410       40d  556.22  572.91  147.86  164.13          ITM          3.00%       11.00%
6521  465       70d  556.22  567.34   94.87  105.28          ITM          2.00%       10.98%
6522  410       50d  556.22  572.91  148.27  164.54          ITM          3.00%       10.97%
6523  460       20d  556.22  567.34   97.16  107.81          ITM          2.00%       10.97%
6524  575       20d  556.22  567.34    4.30    4.77          OTM          2.00%       10.96%
6525  410       60d  556.22  572.91  148.68  164.95          ITM          3.00%       10.94%
6526  470      100d  556.22  567.34   92.13  102.19          ITM          2.00%       10.92%
6527  410       70d  556.22  572.91  149.09  165.36          ITM          3.00%       10.91%
6528  460       30d  556.22  567.34   97.63  108.28          ITM          2.00%       10.91%
6529  410       80d  556.22  572.91  149.50  165.76          ITM          3.00%       10.87%
6530  410       90d  556.22  572.91  149.92  166.17          ITM          3.00%       10.84%
6531  460       40d  556.22  567.34   98.12  108.75          ITM          2.00%       10.83%
6532  465       80d  556.22  567.34   95.50  105.83          ITM          2.00%       10.82%
6533  410      100d  556.22  572.91  150.34  166.58          ITM          3.00%       10.80%
6534  460       50d  556.22  567.34   98.63  109.22          ITM          2.00%       10.74%
6535  405       20d  556.22  572.91  152.03  168.31          ITM          3.00%       10.71%
6536  405       30d  556.22  572.91  152.44  168.71          ITM          3.00%       10.68%
6537  535       20d  556.22  561.78   25.25   27.94          ITM          1.00%       10.67%
6538  465       90d  556.22  567.34   96.15  106.41          ITM          2.00%       10.66%
6539  405       40d  556.22  572.91  152.84  169.12          ITM          3.00%       10.65%
6540  460       60d  556.22  567.34   99.17  109.71          ITM          2.00%       10.63%
6541  405       50d  556.22  572.91  153.24  169.52          ITM          3.00%       10.62%
6542  405       60d  556.22  572.91  153.65  169.92          ITM          3.00%       10.59%
6543  405       70d  556.22  572.91  154.05  170.32          ITM          3.00%       10.56%
6544  405       80d  556.22  572.91  154.46  170.72          ITM          3.00%       10.53%
6545  515       20d  556.22  561.78   42.84   47.34          ITM          1.00%       10.51%
6546  460       70d  556.22  567.34   99.73  110.21          ITM          2.00%       10.51%
6547  465      100d  556.22  567.34   96.83  107.00          ITM          2.00%       10.51%
6548  405       90d  556.22  572.91  154.86  171.12          ITM          3.00%       10.50%
6549  405      100d  556.22  572.91  155.27  171.52          ITM          3.00%       10.47%
6550  455       20d  556.22  567.34  102.15  112.81          ITM          2.00%       10.44%
6551  455       30d  556.22  567.34  102.61  113.27          ITM          2.00%       10.39%
6552  460       80d  556.22  567.34  100.32  110.74          ITM          2.00%       10.38%
6553  400       20d  556.22  572.91  157.02  173.30          ITM          3.00%       10.37%
6554  400       30d  556.22  572.91  157.42  173.70          ITM          3.00%       10.34%
6555  455       40d  556.22  567.34  103.09  113.73          ITM          2.00%       10.33%
6556  400       40d  556.22  572.91  157.82  174.10          ITM          3.00%       10.32%
6557  400       50d  556.22  572.91  158.21  174.50          ITM          3.00%       10.29%
6558  400       60d  556.22  572.91  158.61  174.89          ITM          3.00%       10.26%
6559  455       50d  556.22  567.34  103.58  114.20          ITM          2.00%       10.25%
6560  460       90d  556.22  567.34  100.94  111.28          ITM          2.00%       10.25%
6561  400       70d  556.22  572.91  159.01  175.29          ITM          3.00%       10.24%
6562  400       80d  556.22  572.91  159.41  175.68          ITM          3.00%       10.21%
6563  400       90d  556.22  572.91  159.81  176.08          ITM          3.00%       10.18%
6564  455       60d  556.22  567.34  104.09  114.67          ITM          2.00%       10.17%
6565  400      100d  556.22  572.91  160.21  176.47          ITM          3.00%       10.15%
6566  460      100d  556.22  567.34  101.57  111.85          ITM          2.00%       10.12%
6567  455       70d  556.22  567.34  104.62  115.16          ITM          2.00%       10.07%
6568  455       80d  556.22  567.34  105.18  115.66          ITM          2.00%        9.96%
6569  450       20d  556.22  567.34  107.14  117.80          ITM          2.00%        9.96%
6570  450       30d  556.22  567.34  107.59  118.26          ITM          2.00%        9.91%
6571  510       20d  556.22  561.78   47.61   52.32          ITM          1.00%        9.89%
6572  450       40d  556.22  567.34  108.06  118.71          ITM          2.00%        9.86%
6573  455       90d  556.22  567.34  105.76  116.18          ITM          2.00%        9.85%
6574  450       50d  556.22  567.34  108.53  119.17          ITM          2.00%        9.80%
6575  455      100d  556.22  567.34  106.35  116.71          ITM          2.00%        9.74%
6576  450       60d  556.22  567.34  109.02  119.63          ITM          2.00%        9.73%
6577  675       70d  556.22  567.34    0.40    0.44          OTM          2.00%        9.73%
6578  450       70d  556.22  567.34  109.53  120.10          ITM          2.00%        9.65%
6579  450       80d  556.22  567.34  110.06  120.59          ITM          2.00%        9.57%
6580  445       20d  556.22  567.34  112.12  122.80          ITM          2.00%        9.52%
6581  525       30d  556.22  561.78   35.38   38.75          ITM          1.00%        9.51%
6582  445       30d  556.22  567.34  112.58  123.25          ITM          2.00%        9.48%
6583  450       90d  556.22  567.34  110.60  121.09          ITM          2.00%        9.48%
6584  520       30d  556.22  561.78   39.66   43.41          ITM          1.00%        9.45%
6585  445       40d  556.22  567.34  113.03  123.70          ITM          2.00%        9.44%
6586  445       50d  556.22  567.34  113.49  124.15          ITM          2.00%        9.39%
6587  450      100d  556.22  567.34  111.17  121.60          ITM          2.00%        9.38%
6588  530       30d  556.22  561.78   31.29   34.23          ITM          1.00%        9.37%
6589  540       20d  556.22  561.78   21.43   23.43          ITM          1.00%        9.34%
6590  445       60d  556.22  567.34  113.96  124.60          ITM          2.00%        9.33%
6591  445       70d  556.22  567.34  114.45  125.06          ITM          2.00%        9.27%
6592  505       20d  556.22  561.78   52.46   57.31          ITM          1.00%        9.24%
6593  515       30d  556.22  561.78   44.11   48.18          ITM          1.00%        9.24%
6594  655       60d  556.22  567.34    0.59    0.65          OTM          2.00%        9.21%
6595  445       80d  556.22  567.34  114.96  125.53          ITM          2.00%        9.20%
6596  445       90d  556.22  567.34  115.48  126.01          ITM          2.00%        9.12%
6597  440       20d  556.22  567.34  117.11  127.79          ITM          2.00%        9.12%
6598  440       30d  556.22  567.34  117.56  128.23          ITM          2.00%        9.08%
6599  440       40d  556.22  567.34  118.00  128.68          ITM          2.00%        9.05%
6600  445      100d  556.22  567.34  116.01  126.50          ITM          2.00%        9.04%
6601  440       50d  556.22  567.34  118.46  129.12          ITM          2.00%        9.00%
6602  535       30d  556.22  561.78   27.43   29.89          ITM          1.00%        8.97%
6603  440       60d  556.22  567.34  118.91  129.57          ITM          2.00%        8.96%
6604  510       30d  556.22  561.78   48.69   53.03          ITM          1.00%        8.92%
6605  440       70d  556.22  567.34  119.39  130.02          ITM          2.00%        8.91%
6606  440       80d  556.22  567.34  119.87  130.47          ITM          2.00%        8.85%
6607  440       90d  556.22  567.34  120.37  130.94          ITM          2.00%        8.78%
6608  635       50d  556.22  567.34    0.91    0.99          OTM          2.00%        8.75%
6609  435       20d  556.22  567.34  122.10  132.78          ITM          2.00%        8.75%
6610  435       30d  556.22  567.34  122.54  133.22          ITM          2.00%        8.72%
6611  440      100d  556.22  567.34  120.88  131.41          ITM          2.00%        8.72%
6612  435       40d  556.22  567.34  122.98  133.66          ITM          2.00%        8.68%
6613  595       30d  556.22  567.34    2.41    2.62          OTM          2.00%        8.67%
6614  435       50d  556.22  567.34  123.42  134.10          ITM          2.00%        8.65%
6615  435       60d  556.22  567.34  123.87  134.54          ITM          2.00%        8.61%
6616  500       20d  556.22  561.78   57.36   62.30          ITM          1.00%        8.61%
6617  435       70d  556.22  567.34  124.33  134.98          ITM          2.00%        8.57%
6618  525       40d  556.22  561.78   37.07   40.23          ITM          1.00%        8.54%
